mmsi,gear,flag,length,tonnage,engine_power,year,departure_port,departure_date,departure_timestamp,arrival_port,arrival_timestamp,time_at_sea_hours,fishing_hours,distance_traveled_km,mean_daily_fishing_hours,fraction_suspicious_econ,encounters_transshipment,encounters_bunker,encounters_fishing,coverage_gaps,fishing_foreign_eez,fishing_high_seas,fishing_ntz,suspicious_econ,suspicious_fishing_hours,suspicious_time_at_sea_hours,suspicious_distance_traveled_km,suspicious_mean_daily_fishing_hours,suspicious_encounters_transshipment,suspicious_encounters_bunker,suspicious_encounters_fishing,suspicious_coverage_gaps,risk_score
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-05-18,2016-05-18T01:36:59Z,"BAN PHRU NAI,THA",2016-05-29T03:13:26Z,27.7075,6.3365277777777775,46.84758271093777,13.853750000000002,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-03-15,2016-03-15T05:33:45Z,"BAN PHRU NAI,THA",2016-03-16T00:40:01Z,11.90486111111111,3.261111111111111,20.34398106510775,11.904861111111112,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-01-14,2016-01-14T01:13:59Z,"PHUKET,THA",2016-01-14T08:47:03Z,7.271111111111111,4.7901388888888885,36.27722560951955,7.271111111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"30504a9b,THA",2016-01-04,2016-01-04T08:21:01Z,"PHUKET,THA",2016-01-04T10:17:36Z,1.7898611111111111,0.13875,4.570585614152699,1.7898611111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-06-01,2016-06-01T01:27:59Z,"BAN PHRU NAI,THA",2016-06-01T02:35:57Z,0.7622222222222222,0,6.048287329241258,0.7622222222222222,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-03-16,2016-03-16T05:57:46Z,"30504a9b,THA",2016-03-16T07:25:53Z,0.8848611111111111,0,6.644044750839682,0.8848611111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"30504a9b,THA",2016-06-14,2016-06-14T02:10:09Z,"BAN PHRU NAI,THA",2016-06-14T03:51:32Z,1.4266666666666667,0,14.519831063616214,1.4266666666666667,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"30504a9b,THA",2016-03-16,2016-03-16T05:06:36Z,"PHUKET,THA",2016-03-16T05:25:09Z,0.15458333333333335,0,1.7110050450648968,0.15458333333333335,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-06-25,2016-06-25T00:47:41Z,"BAN PHRU NAI,THA",2016-06-25T06:32:06Z,4.944861111111111,3.1154166666666665,29.98034163260452,4.944861111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BO 1,THA",2016-05-10,2016-05-10T03:03:57Z,"BO 1,THA",2016-05-10T07:43:01Z,4.442222222222222,3.769166666666667,10.912846204825478,4.442222222222222,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"30504a9b,THA",2016-03-05,2016-03-05T09:43:07Z,"BAN PHRU NAI,THA",2016-03-07T00:28:00Z,32.1825,13.829722222222223,40.00401949479984,16.091249999999995,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-12-10,2016-12-10T07:25:09Z,"AILAN,THA",2016-12-10T08:40:10Z,1.0584722222222223,0,9.771795653708661,1.0584722222222223,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-12-07,2016-12-07T04:14:32Z,"BAN PHRU NAI,THA",2016-12-07T06:17:38Z,1.6094444444444445,0.48763888888888896,8.41505768226595,1.6094444444444445,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BO 1,THA",2016-05-09,2016-05-09T07:12:39Z,"BO 1,THA",2016-05-10T01:28:02Z,18.09347222222222,0.8401388888888889,14.224619495387886,9.046736111111112,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-05-29,2016-05-29T03:35:59Z,"PHUKET,THA",2016-05-31T02:25:03Z,46.596666666666664,14.439583333333335,67.62058078664872,15.532222222222225,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"30504a9b,THA",2016-07-14,2016-07-14T01:40:29Z,"PHUKET,THA",2016-07-14T02:00:30Z,0.16680555555555554,0,2.157528782490286,0.16680555555555554,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"30504a9b,THA",2016-03-16,2016-03-16T09:50:57Z,"BAN PHRU NAI,THA",2016-03-16T10:52:02Z,0.5090277777777777,0,4.574898060342899,0.5090277777777777,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-03-19,2016-03-19T08:42:02Z,"PHUKET,THA",2016-03-20T05:16:41Z,20.385416666666668,10.270000000000001,32.42620186655999,10.192708333333332,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-02-24,2016-02-24T05:04:10Z,"PHUKET,THA",2016-02-24T06:07:19Z,0.756388888888889,0.4469444444444444,6.442403089159183,0.7563888888888889,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"AILAN,THA",2016-12-10,2016-12-10T10:00:07Z,"AILAN,THA",2016-12-11T01:34:01Z,15.441388888888888,0,20.939066734140546,7.720694444444444,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,",THA",2016-03-14,2016-03-14T03:56:38Z,"PHUKET,THA",2016-03-14T04:54:15Z,0.6634722222222222,0,6.9624203702962655,0.6634722222222222,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-03-15,2016-03-15T00:47:59Z,",THA",2016-03-15T04:17:01Z,3.176527777777778,0.14833333333333332,15.027986528473233,3.176527777777778,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-06-13,2016-06-13T02:27:34Z,"BAN PHRU NAI,THA",2016-06-14T00:22:26Z,11.53111111111111,0,15.392587347457273,11.53111111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-12-10,2016-12-10T00:37:28Z,"BAN PHRU NAI,THA",2016-12-10T07:08:37Z,6.4608333333333325,1.0516666666666667,39.63865466287956,6.4608333333333325,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-12-27,2016-12-27T00:58:29Z,"PHUKET,THA",2016-12-27T02:36:01Z,1.4669444444444442,0,13.552742630445046,1.4669444444444444,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"30504af3,THA",2016-03-05,2016-03-05T06:03:16Z,"30504a9b,THA",2016-03-05T09:05:02Z,2.6745833333333335,0.8868055555555556,14.210565208039103,2.6745833333333335,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-09-03,2016-09-03T07:23:33Z,"PHUKET,THA",2016-09-04T01:57:03Z,18.29041666666667,0,10.288658078796205,9.145208333333333,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-06-04,2016-06-04T00:50:56Z,"BAN PHRU NAI,THA",2016-06-11T00:05:57Z,7.70625,1.0934722222222222,25.31648792010327,7.706250000000001,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-02-23,2016-02-23T02:38:30Z,"PHUKET,THA",2016-02-24T01:59:35Z,22.696527777777774,6.065416666666666,41.6685655185972,11.348263888888887,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-06-19,2016-06-19T07:38:18Z,"BAN PHRU NAI,THA",2016-06-19T08:10:59Z,0.2723611111111111,0,3.2185993474746963,0.2723611111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-09-04,2016-09-04T02:28:59Z,"BAN PHRU NAI,THA",2016-09-04T08:23:56Z,5.773472222222221,3.5116666666666667,44.27160885595856,5.773472222222224,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"PHUKET,THA",2016-06-27,2016-06-27T01:45:29Z,"PHUKET,THA",2016-06-27T02:12:02Z,0.30874999999999997,0,2.7871291049047198,0.30874999999999997,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-06-12,2016-06-12T00:19:30Z,"30504a9b,THA",2016-06-12T00:51:30Z,0.4459722222222222,0,4.9947882879905965,0.4459722222222222,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-06-14,2016-06-14T00:38:29Z,"30504a9b,THA",2016-06-14T01:29:06Z,0.6722222222222223,0,6.70205610440293,0.6722222222222223,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-12-12,2016-12-12T00:40:58Z,"BAN PHRU NAI,THA",2016-12-12T10:04:09Z,9.160972222222222,5.998055555555556,39.8408773934398,9.160972222222224,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-03-14,2016-03-14T00:51:58Z,",THA",2016-03-14T03:38:38Z,2.6066666666666665,1.3755555555555556,12.075923789924698,2.606666666666667,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-05-12,2016-05-12T01:31:57Z,"BAN PHRU NAI,THA",2016-05-12T03:49:01Z,2.0718055555555557,1.6093055555555555,2.5081060661321817,2.0718055555555557,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-06-11,2016-06-11T00:22:57Z,"BAN PHRU NAI,THA",2016-06-11T04:43:26Z,3.992499999999999,0,26.179568607149825,3.9925,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-05-12,2016-05-12T04:57:07Z,"BAN PHRU NAI,THA",2016-05-12T08:20:22Z,2.9204166666666667,0,20.71612896066064,2.920416666666666,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"AILAN,THA",2016-03-14,2016-03-14T06:22:32Z,"BAN PHRU NAI,THA",2016-03-15T00:32:28Z,11.118194444444445,2.8975,17.838428028819585,11.118194444444445,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,"BAN PHRU NAI,THA",2016-05-14,2016-05-14T00:48:57Z,"BAN PHRU NAI,THA",2016-05-14T09:26:51Z,8.385833333333334,4.152083333333334,30.711516197068917,8.385833333333332,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2016,",THA",2016-03-15,2016-03-15T04:38:15Z,"PHUKET,THA",2016-03-15T05:11:37Z,0.27805555555555556,0,3.007403802258252,0.27805555555555556,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-08-21,2016-08-21T02:14:44Z,"BANG SAPHAN,THA",2016-08-27T23:23:34Z,97.4669444444445,20.19513888888889,86.64773354138303,19.49338888888889,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-08-28,2016-08-28T06:34:41Z,"BANG SAPHAN,THA",2016-08-31T23:53:29Z,55.038888888888906,21.43027777777778,58.44964516048596,13.759722222222223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-07-06,2016-07-06T07:13:37Z,"BANG SAPHAN,THA",2016-07-12T02:05:22Z,90.13638888888892,12.692361111111111,98.67391915432442,15.022731481481483,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-08-11,2016-08-11T05:32:18Z,"BANG SAPHAN,THA",2016-08-14T21:24:03Z,47.23930555555556,17.58694444444444,50.6261171022533,11.80982638888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-08-08,2016-08-08T01:03:27Z,"BANG SAPHAN,THA",2016-08-11T00:17:42Z,40.47041666666666,22.773194444444446,52.76409828930435,13.49013888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-07-30,2016-07-30T07:56:30Z,"BANG SAPHAN,THA",2016-08-04T00:34:10Z,112.52930555555557,92.65986111111113,92.80778062089641,18.75488425925926,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-09-20,2016-09-20T06:53:22Z,"BANG SAPHAN,THA",2016-09-27T23:02:24Z,102.4497222222222,61.821527777777774,104.30064530146565,12.806215277777776,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-09-07,2016-09-07T08:50:24Z,"BANG SAPHAN,THA",2016-09-13T04:27:10Z,54.290833333333325,22.65569444444444,73.45229431873969,10.858166666666667,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-06-28,2016-06-28T08:52:32Z,"BANG SAPHAN,THA",2016-06-29T19:58:00Z,10.147361111111111,1.8930555555555555,66.4337120182316,5.073680555555555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-10-03,2016-10-03T08:30:45Z,"BANG SAPHAN,THA",2016-10-07T00:26:10Z,52.392638888888875,34.51958333333334,67.99739136583169,10.47852777777778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-10-09,2016-10-09T08:15:12Z,"BANG SAPHAN,THA",2016-10-13T00:23:39Z,49.150277777777774,26.864999999999988,64.50017730238618,9.830055555555557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-10-20,2016-10-20T07:46:58Z,"BANG SAPHAN,THA",2016-10-24T00:43:54Z,27.988194444444435,6.180833333333332,64.579995419243,5.597638888888889,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-07-25,2016-07-25T07:31:32Z,"BANG SAPHAN,THA",2016-07-30T01:42:20Z,53.92319444444446,33.59791666666667,65.07929410640442,8.987199074074073,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-10-13,2016-10-13T07:21:01Z,"BANG SAPHAN,THA",2016-10-13T18:45:33Z,11.210972222222221,7.6904166666666685,29.40830081838515,11.210972222222221,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-24,2016-11-24T08:47:06Z,"BANG SAPHAN,THA",2016-11-24T21:25:07Z,12.415277777777778,9.112916666666669,39.35854974897129,12.415277777777778,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-06-30,2016-06-30T07:03:31Z,"BANG SAPHAN,THA",2016-07-01T10:50:11Z,27.385833333333338,0,42.77414688968095,13.692916666666669,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-10-24,2016-10-24T09:05:14Z,"BANG SAPHAN,THA",2016-10-27T07:34:50Z,66.73875000000001,40.91333333333335,58.449138090337186,16.684687499999995,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-17,2016-11-17T09:00:42Z,"BANG SAPHAN,THA",2016-11-17T19:05:55Z,9.956111111111111,8.754583333333334,10.756764384722278,9.956111111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-06-25,2016-06-25T08:57:09Z,"BANG SAPHAN,THA",2016-06-27T23:21:57Z,62.10611111111112,0,92.57257235249696,20.702037037037034,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-23,2016-11-23T09:11:21Z,"BANG SAPHAN,THA",2016-11-23T23:33:08Z,14.242361111111112,12.217777777777783,36.065359767375725,14.242361111111112,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-12-21,2016-12-21T08:37:44Z,"BANG SAPHAN,THA",2016-12-21T23:22:52Z,14.605555555555556,0.58125,30.384187539313256,14.605555555555556,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-09-03,2016-09-03T08:42:07Z,"BANG SAPHAN,THA",2016-09-06T19:35:10Z,82.77541666666669,4.934722222222222,65.08652402808974,20.693854166666668,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-07-12,2016-07-12T09:03:47Z,"BANG SAPHAN,THA",2016-07-21T06:22:49Z,85.48416666666664,27.715555555555564,75.44325805823273,21.37104166666667,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-10-18,2016-10-18T04:12:42Z,"BANG SAPHAN,THA",2016-10-19T03:20:07Z,22.97694444444444,15.478472222222225,38.95966740538376,11.488472222222223,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-22,2016-11-22T08:05:57Z,"BANG SAPHAN,THA",2016-11-22T20:47:24Z,12.507361111111111,10.896388888888888,19.40637084346766,12.507361111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-08-06,2016-08-06T03:34:39Z,"BANG SAPHAN,THA",2016-08-08T00:47:14Z,42.64666666666666,12.159722222222223,50.1866771425777,21.323333333333338,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-07,2016-11-07T09:02:28Z,"BANG SAPHAN,THA",2016-11-07T23:33:32Z,14.393611111111113,10.816944444444447,31.54583107774365,14.393611111111113,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-08-06,2016-08-06T01:40:39Z,"BANG SAPHAN,THA",2016-08-06T02:59:20Z,1.1309722222222223,0,9.628147136020804,1.1309722222222223,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-10,2016-11-10T08:38:05Z,"BANG SAPHAN,THA",2016-11-10T23:30:29Z,14.744305555555552,1.8395833333333333,39.342873125892524,14.744305555555552,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-08,2016-11-08T08:50:56Z,"BANG SAPHAN,THA",2016-11-08T22:27:37Z,13.538194444444443,10.400138888888891,27.985396034398264,13.538194444444443,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-09-01,2016-09-01T08:00:37Z,"BANG SAPHAN,THA",2016-09-02T22:09:08Z,37.99499999999999,13.95888888888889,49.88769610352198,18.997499999999995,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-25,2016-11-25T08:09:07Z,"BANG SAPHAN,THA",2016-11-25T22:43:46Z,14.435694444444442,0,42.1020961155495,14.435694444444442,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-12-26,2016-12-26T08:54:27Z,"BANG SAPHAN,THA",2017-01-03T09:38:19Z,13.69486111111111,0,33.811563353753755,13.69486111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-06,2016-11-06T09:24:12Z,"BANG SAPHAN,THA",2016-11-07T08:08:12Z,16.670277777777777,7.0383333333333304,32.950331646640095,16.670277777777777,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-12-20,2016-12-20T06:22:15Z,"BANG SAPHAN,THA",2016-12-20T22:21:14Z,15.767500000000002,9.927361111111113,37.800429111932566,15.767500000000002,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-09,2016-11-09T09:07:53Z,"BANG SAPHAN,THA",2016-11-10T00:09:21Z,14.897083333333335,0,27.95137169619195,14.897083333333335,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-11-11,2016-11-11T09:09:32Z,"BANG SAPHAN,THA",2016-11-11T19:16:06Z,9.907916666666669,9.003472222222223,9.431731978892982,9.907916666666669,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567109193,set_gillnets,THA,17.972640573,81.3759053739,179.524407954,2016,"BANG SAPHAN,THA",2016-08-20,2016-08-20T03:04:43Z,"BANG SAPHAN,THA",2016-08-21T00:20:05Z,21.175833333333333,8.391944444444444,85.46572425921119,10.587916666666668,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
